EbayID,SellerName,SellerAuctionCount,SellerAuctionSaleCount,AuctionMedianPrice,ReturnsCount,is_fraud
321096000000,sportsnutlikeyou,289,11,24.49,256,1
281094000000,sportsfromthepastinc,277,44,20,58,0
200909000000,sbj1230,391,320,24.49,12,0
200910000000,ctownsellers,222,218,76,3,0
330909000000,cardcontractor,44,43,102.81,1,0
261183000000,zhmolek4,64,5,24.49,16,0
271166000000,capital_sports_decor,1383,159,23.745,350,0
261204000000,bigben4249,122,8,39.99,21,1
360608000000,rogmantle,507,7,33.05,278,1
160976000000,stanleyscards,102,65,33.05,3,0
221195000000,gridironauthentics_direct,508,422,53.59,75,0
230936000000,thebug23,1071,45,13.275,203,0
281072000000,capital_sports_decor,1383,159,8.99,165,0
200903000000,p3eddyy,355,4,68.33,298,1
181121000000,vintagecollectibles4u2,107,105,13.495,0,0
130889000000,mikeyjmusc,1300,103,0.99,853,1
330912000000,l.s.2,537,92,0.99,248,0
271183000000,johnnyfod,1057,137,24.49,371,0
261200000000,bigben4249,122,8,39.99,74,1
151025000000,ledgauges,7099,272,1.46,1018,0
230959000000,al_castle,128,10,102.81,80,1
360632000000,smcomstore,5189,2542,9.99,308,0
370787000000,alsports1,128,6,9.99,71,0
130863000000,mikeyjmusc,1300,103,0.99,860,1
330904000000,piglets7013,160,29,76,90,0
161013000000,sol0917,378,6,5.36,259,1
330878000000,callmedoc2010,343,224,9.99,26,0
271191000000,capital_sports_decor,1383,159,8.99,486,0
171021000000,packersfan792011,258,12,0.99,163,1
130880000000,member945856,53,5,123,22,1
321102000000,azimm1979,36,5,33.05,21,0
310658000000,great_cards_and_autographs,6672,66,0.99,1948,0
200913000000,opheliasong,299,42,1.99,195,0
140922000000,boxergym,56,2,39.99,8,1
130886000000,ledgauges,7099,272,5.765,1534,0
321098000000,yellow_perch,147,2,2,116,1
281087000000,capital_sports_decor,1383,159,23.745,602,0
360617000000,steelerman78,2727,1243,39.99,1344,0
221210000000,cleasby-authentics,7,6,148.75,0,0
171009000000,livandroc!,834,35,6.95,509,1
310623000000,arrowxxx,14,4,5.36,5,0
130858000000,mikeyjmusc,1300,103,0.99,749,0
130873000000,ledgauges,7099,272,5.49,6394,1
230950000000,thesportshelf,1344,325,1.255,429,0
221204000000,smjaala,38,11,12,15,0
300880000000,karriann0803,2,2,84.75,0,0
310636000000,mmiller0717,29,28,14.49,0,0
251233000000,msbutton2012,131,63,9.99,17,0
281097000000,deadeds8210,2149,56,0.99,1438,1
251260000000,denniswcolgin,202,59,6.99,43,0
230952000000,pastimeauction,414,304,3.99,105,0
330894000000,nathancoop,33,2,13.275,17,0
271175000000,capital_sports_decor,1383,159,23.745,541,0
370768000000,noll2188,354,26,9.99,93,0
271163000000,douglas57,295,79,0.89,114,0
380619000000,kcsmckee,10,9,33.05,0,0
151000000000,harp1428,41,3,102.81,11,1
300889000000,autograph-reference,1427,46,33.05,1068,1
370797000000,alsports1,128,6,9.99,5,0
161007000000,anthonystephanie1,426,115,33.055,285,1
111052000000,jimcards,169,11,33.055,48,1
271182000000,hockeylys99,1413,68,0.74,1141,1
160998000000,mikede59,539,20,11.215,239,0
140960000000,iamthe4x6king,1538,29,3.99,1187,1
321107000000,yellow_perch,147,2,2,4,0
261196000000,hapless1986,113,8,37.99,41,1
140948000000,empire-autographs,940,118,9.99,376,0
281097000000,capital_sports_decor,1383,159,8.99,1022,0
161012000000,military11b2001,656,20,5.36,151,0
330903000000,franksa9,592,60,13.795,272,0
130872000000,mikeyjmusc,1300,103,0.99,915,1
130869000000,member945856,53,5,123,36,1
281072000000,618brian71968,221,20,10.5,133,1
140950000000,702husker,370,51,1.62,38,0
190822000000,parrotcovecollectibles,269,140,12.47,111,0
200908000000,2525emme,584,33,5.885,356,1
130862000000,alwoodsworld,456,20,16.65,176,0
390585000000,npjc95,91,18,4.99,12,0
330883000000,keith_light80,420,30,16.65,348,1
300868000000,dagr8one300,5,3,13.275,2,0
271166000000,lexstar3,187,88,5.22,72,0
281094000000,capital_sports_decor,1383,159,8.99,686,0
111021000000,jimcards,169,11,33.055,14,1
290873000000,meand3buchs,721,47,8.49,56,0
300889000000,autograph-reference,1427,46,3.785,780,0
310629000000,kramerscollectiblesconsulting,215,43,5.99,121,0
261199000000,hapless1986,113,8,37.99,23,1
321086000000,jlsportscollectibles,127,10,9.99,103,1
221209000000,exquisiteexample,221,33,33.05,176,1
281085000000,capital_sports_decor,1383,159,23.745,130,0
130887000000,tbrixton0,7,5,148.75,2,0
350768000000,vance9506,73,26,39.99,36,0
400463000000,the_sports_page,5264,2913,1.5,1648,0
271171000000,capital_sports_decor,1383,159,23.745,373,0
310651000000,signatures_of_the_hall,1847,482,29.99,590,0
360636000000,zipmouse37,506,106,2.015,122,0
230949000000,jdwestrem,10,4,5,3,0
151022000000,borat403,199,45,7.69,101,0
251255000000,ahares,705,530,0.99,29,0
271165000000,capital_sports_decor,1383,159,23.745,454,0
281087000000,capital_sports_decor,1383,159,23.745,1067,0
130862000000,member945856,53,5,123,24,1
121077000000,lock-em-up-bob,1880,1139,4.95,304,0
400470000000,iamthe4x6king,1538,29,1.54,1389,1
171019000000,empire-autographs,940,118,9.99,760,0
271165000000,claudia2668,57,24,53.59,26,0
290884000000,clutch-city-production,136,8,43,91,1
290881000000,pirates2005,287,6,126.5,45,1
281097000000,capital_sports_decor,1383,159,23.745,1223,0
111028000000,sportsmaniac,500,39,5.36,57,0
111027000000,jimcards,169,11,33.055,58,1
271173000000,cardstunes,30,8,39.99,2,0
321089000000,sportsnutlikeyou,289,11,15.49,262,1
390554000000,tconhain,46,8,33.05,14,0
310658000000,great_cards_and_autographs,6672,66,4.99,4999,1
230940000000,motorcycleted0302,151,27,12.95,26,0
290909000000,adrigol,183,4,5.22,152,1
200910000000,dads.closet,375,81,5.99,37,0
300881000000,nette5511,5,1,12.49,2,0
300885000000,colt-fan,4,4,13.795,0,0
140956000000,mlbnhl1003,1320,152,28.95,1055,1
360643000000,great_cards_and_autographs,6672,66,1.245,5619,1
321094000000,smjaala,38,11,3.785,17,0
281094000000,lucky6wunder,706,341,17.74,9,0
230947000000,real-mccoy2,859,182,6.95,14,0
370803000000,echobobb,678,523,0.99,77,0
130860000000,graphs-18,8699,594,12,7563,1
130873000000,ledgauges,7099,272,14.97,6547,1
160979000000,the_sports_page,5264,2913,1.625,1652,0
310658000000,cantonandcooper,1933,1751,13.275,107,0
271163000000,capital_sports_decor,1383,159,8.99,866,0
321100000000,wamco,639,318,2.47,221,0
111045000000,o-doylerules,270,16,148.75,34,1
380583000000,yeslegnds,237,169,4.99,53,0
380622000000,rileymichael77,286,167,5.33,112,0
230960000000,pulpbychko,41,9,9.99,21,0
261177000000,gemmintsportinc,60,7,24.49,33,0
151016000000,ledgauges,7099,272,9.99,5131,1
271175000000,capital_sports_decor,1383,159,23.745,447,0
370780000000,prettysam1012,603,340,2.47,15,0
251252000000,bbcardscollectibles,886,74,24.49,23,0
151033000000,ledgauges,7099,272,9.99,1248,0
310635000000,bbcardscollectibles,886,74,24.49,596,1
290903000000,cjburnsinluv,253,56,6.99,23,0
200917000000,2525emme,584,33,5.885,262,0
380618000000,my09131970,5028,459,1.5,1508,0
360643000000,great_cards_and_autographs,6672,66,2.015,6054,1
261197000000,bigtrav54321,23,4,9.99,19,0
330890000000,dslsports,607,556,13.275,33,0
290873000000,meand3buchs,721,47,8.49,332,0
181106000000,d75utchman,292,1,5,200,1
200902000000,opheliasong,299,42,1.99,18,0
261194000000,lrs121701,392,91,1.255,204,0
330884000000,hucklebuck4,38,6,4,32,0
360612000000,fastdroppanwa,24,14,11.99,2,0
281090000000,deadeds8210,2149,56,0.99,321,0
350721000000,steelerman78,2727,1243,37.665,881,0
321089000000,r.i.p.cash,151,126,9.5,9,0
251234000000,dstiles8,26,10,11.99,13,0
261178000000,bigslimdog,54,15,20.55,10,0
160984000000,bertmc,285,32,0.99,220,0
300870000000,bucco2,132,11,2.78,95,1
271166000000,signatures_of_the_hall,1847,482,0.99,749,0
130863000000,lowspark,548,31,0.99,94,0
130868000000,squat905,39,3,2.25,24,1
151034000000,panther_riot1323,14,8,5,6,0
360631000000,normandkat,431,7,0.99,179,0
251264000000,medic-34,625,59,0.99,418,1
221211000000,wandajackdog,4,2,4.915,0,0
140937000000,graphs-18,8699,594,3.785,2010,0
281079000000,capital_sports_decor,1383,159,8.99,693,0
350740000000,inkcasualty,1726,1252,0.74,450,0
360608000000,great_cards_and_autographs,6672,66,1,4365,1
281097000000,deadeds8210,2149,56,1.5,629,0
380618000000,my09131970,5028,459,1,4261,1
221195000000,batsman,155,2,26.995,10,1
281087000000,capital_sports_decor,1383,159,8.99,842,0
200902000000,p3eddyy,355,4,68.33,312,1
360608000000,great_cards_and_autographs,6672,66,4.99,5751,1
281073000000,845jasmine1001,100,1,29.99,72,1
350732000000,edgarm5,312,127,0.85,92,0
290874000000,charlescurtis2003,486,22,0.99,76,0
370798000000,steelerman78,2727,1243,37.665,430,0
130894000000,ia2ca,1243,32,13.525,130,0
171028000000,garyebrowning,450,5,0.99,94,0
230949000000,pcalhoun_123,864,81,1.5,567,1
261201000000,bribucsbri,1392,590,19.99,436,0
300867000000,gah76,419,164,0.99,134,0
121097000000,2020andy,719,58,19.99,52,0
310609000000,asmsports4u,425,402,36.99,17,0
251237000000,darthbill23,4,3,36.99,0,0
111050000000,thebigkeezy23,34,7,20.55,23,0
181119000000,rksportspromotions,1137,3,4.75,812,1
350761000000,steelerman78,2727,1243,37.665,1045,0
190824000000,parrotcovecollectibles,269,140,6.99,74,0
251240000000,miketdt,63,4,13.705,57,1
161006000000,military11b2001,656,20,0.99,140,0
370796000000,gypsyhenry,1156,614,1.49,58,0
121073000000,kanddcollectibles,538,162,6.95,275,0
290894000000,mpapz,1644,97,0.72,1276,1
161014000000,kimtom1,137,11,0.99,37,0
251257000000,dadjapots,54,9,10,22,0
370783000000,steelerman78,2727,1243,37.665,92,0
400441000000,the_sports_page,5264,2913,0.99,962,0
330893000000,pcalhoun_123,864,81,0.99,87,0
171000000000,stlantiques314,114,7,0.99,107,1
271167000000,vern32,201,9,2.78,123,1
111043000000,autographmike,912,401,7.99,382,0
261188000000,bribucsbri,1392,590,19.99,613,0
251247000000,dstiles8,26,10,11.99,15,0
171009000000,stlantiques314,114,7,0.99,89,1
360614000000,steelerman78,2727,1243,37.665,43,0
171016000000,thessam07,950,58,15.5,770,1
251238000000,annamj12345,294,80,0.99,182,0
130862000000,odditems1059,39,25,5.745,2,0
160997000000,lock-em-up-bob,1880,1139,20.55,444,0
400461000000,the_sports_page,5264,2913,1.5,2004,0
350772000000,steelerman78,2727,1243,37.665,237,0
261197000000,sports_is_life_14,1307,343,1.12,226,0
160984000000,st.john.usvi.4ever,10,9,9,1,0
140956000000,mlbnhl1003,1320,152,1.035,794,0
400468000000,eddie.826,92,73,20.55,4,0
160998000000,realdealsportsli,1085,183,46.505,540,0
130869000000,bubbyspitneck,506,33,0.99,425,1
300871000000,peacock7834,3798,688,0.995,1242,0
400438000000,kimtom1,137,11,0.99,104,1
400438000000,harryjean0,2791,358,0.99,32,0
181105000000,postill1,79,2,2.51,69,1
370781000000,gypsyhenry,1156,614,2.09,341,0
281071000000,sportschaos,286,8,1.64,254,1
251265000000,nrc-collectibles,281,1,0.99,257,1
170996000000,thessam07,950,58,15.5,887,1
151005000000,qualitysignatures,510,15,8,465,1
330882000000,delo-city,322,14,34.75,177,1
281080000000,deadeds8210,2149,56,0.99,1374,1
261187000000,hapehollidaze,97,4,4.05,50,0
360608000000,kong82,405,17,37.665,352,1
121100000000,rapunzel_86,52,20,15.5,0,0
271181000000,cantonandcooper,1933,1751,34.75,114,0
360632000000,great_cards_and_autographs,6672,66,0.99,5780,1
271164000000,jkfcoins,648,9,24.995,389,1
310644000000,arznaheat2004,10,4,0.99,0,0
170998000000,livandroc!,834,35,19.99,389,0
350746000000,steelerman78,2727,1243,37.665,1432,0
251265000000,defensewins247,13,1,0.72,12,1
281092000000,deadeds8210,2149,56,1.5,1931,1
290881000000,pirates2005,287,6,143.975,159,1
380628000000,palmbeachautographs,916,36,4.915,152,0
300884000000,rossdabosssports,65,63,37.665,1,0
111051000000,saucerulz,215,66,20.55,53,0
360641000000,zipmouse37,506,106,2.59,398,0
200915000000,sportsinvestments,92,62,8,25,0
230944000000,dcameron99,1232,458,61.58,633,0
151026000000,mccoycollectibles,330,33,5.01,85,0
251254000000,dstiles8,26,10,11.99,3,0
130889000000,ledgauges,7099,272,7.99,3390,0
380618000000,my09131970,5028,459,0.99,4492,1
121096000000,oldcardsbest1,13,9,8,4,0
261203000000,hkyauto1,493,152,15.5,318,0
190820000000,parrotcovecollectibles,269,140,6.99,0,0
330905000000,delo-city,322,14,34.75,137,1
160994000000,sol0917,378,6,99.99,276,1
151024000000,dollydazeddesigns,97,1,6.545,80,1
200917000000,jramirez99-us,32,3,27.995,5,1
160996000000,ruralretreat2010,162,132,3.775,14,0
121097000000,jayi8144,38,7,10,22,0
310647000000,great_cards_and_autographs,6672,66,0.99,1162,0
321088000000,billymartinhof,193,176,1.26,0,0
200904000000,jafricker,9,2,11.99,1,0
251238000000,dmart1026,497,16,13.49,200,0
251243000000,mlbnhl1003,1320,152,1.035,1150,0
310645000000,carcards,182,111,1.25,3,0
350731000000,pastimeauction2009,1636,209,3.49,359,0
121081000000,kjoh3085,213,47,15.495,98,0
380597000000,rileymichael77,286,167,4.05,83,0
290873000000,mpapz,1644,97,0.99,1211,1
281077000000,cardstunes,30,8,36.99,3,0
281073000000,livehorn,549,510,59.99,38,0
350734000000,inkcasualty,1726,1252,2.09,286,0
151020000000,heathlxa428,390,8,0.25,4,0
221209000000,shanomi76,85,1,0.99,76,1
300884000000,slinky24,4,2,19.99,0,0
380627000000,umpirecards,94,4,0.99,83,1
310618000000,bigjimloon,565,245,3.68,192,0
161006000000,cardguyone,112,6,0.995,105,1
140925000000,lowspark,548,31,0.99,490,1
271176000000,grouchy1959,26,5,0.995,12,0
181118000000,livandroc!,834,35,19.99,103,0
230957000000,majorleagueautographs,124,16,19.99,8,0
271189000000,taxexpert2008,198,5,6.99,163,1
161010000000,crazylegs1946,26,5,19.99,9,0
281097000000,signatures_of_the_hall,1847,482,7.335,1184,0
251257000000,cardsrus555,77,25,34.75,44,0
230954000000,mlbnhl1003,1320,152,0.99,728,0
400449000000,the_sports_page,5264,2913,1.64,1017,0
281097000000,laautographics,60,10,99.99,4,0
181128000000,livandroc!,834,35,19.99,772,1
161006000000,military11b2001,656,20,0.99,573,1
111059000000,scruffmcgruff22,13,10,37.665,2,0
111057000000,justwontgrowup,212,22,12.88,157,0
360638000000,hanescreations,454,27,37.665,60,1
140952000000,celebritychaser1990,577,141,6.99,364,0
281089000000,coursoncoins,49,36,9.5,1,0
111040000000,sportsmaniac,500,39,0.99,239,0
181094000000,tipsy_snickers2012,39,17,0.85,10,0
181090000000,livandroc!,834,35,19.99,562,1
190816000000,rookies1111,54,16,20.55,2,0
400463000000,iamthe4x6king,1538,29,9.99,58,0
221209000000,arn138,244,40,36.99,88,0
360641000000,daclan,355,3,0.99,336,1
200914000000,fanatic_foundry,143,9,5.99,112,1
171022000000,pro-signings,201,12,7.99,180,1
121089000000,kkrazyal,90,5,5.75,20,0
230965000000,auto-card-guy,325,143,6.99,86,0
360641000000,55hart,426,19,1.51,256,1
200901000000,hondo19461946,244,103,8,60,0
350764000000,sports_is_life_14,1307,343,2.25,535,0
370789000000,wamco,639,318,7.75,246,0
400471000000,mlbpaa,372,1,19.99,212,0
321104000000,dbc-ppc,103,1,32.835,21,1
130889000000,ledgauges,7099,272,0.99,5535,1
360633000000,lelands.com,3550,835,3.995,2537,0
300885000000,thefipper,84,5,32.835,69,1
300884000000,superbearcave2013,38,3,102.5,3,1
230940000000,megabytewayne,128,6,0.99,85,1
400427000000,hairmetalwhitey,1182,820,2.51,9,0
380589000000,yanks1952,1028,59,29.99,84,1
200919000000,randomtreasurez,392,3,1.235,264,1
151025000000,ledgauges,7099,272,0.99,1273,0
321103000000,lasportsmemorabilia,274,145,3.725,125,0
171014000000,la3peet,38,3,200,34,1
390574000000,jgautographs,489,486,9.99,2,0
271188000000,capital_sports_decor,1383,159,9.99,520,0
200911000000,kingst,154,10,4.99,33,0
300886000000,thefipper,84,5,32.835,4,1
271183000000,littleward00,136,20,0.99,70,0
171021000000,member7102414,487,33,15,401,1
310617000000,great_cards_and_autographs,6672,66,0.99,2853,0
290881000000,pirates2005,287,6,128,278,1
251248000000,ahares,705,530,1.45,14,0
360617000000,simba11,73,1,9.99,55,1
281087000000,joebd147,71,15,13.385,0,0
130889000000,ledgauges,7099,272,6,6817,1
121080000000,asmsports4u,425,402,11.985,13,0
171028000000,hawaiisportncoin,294,3,1.145,210,1
330885000000,lvauxtioncenter,64,37,32.835,16,0
170999000000,daves_dugout_26,194,1,9.99,190,1
181095000000,kareene52981,157,77,6.365,67,0
230968000000,smcomstore,5189,2542,5.995,81,0
230936000000,schwartzsportsmemorabilia,997,477,9.99,10,0
300871000000,peacock7834,3798,688,0.79,1891,0
360629000000,huskerbaseball1,100,98,19.63,0,0
261204000000,rogich24,995,268,1.015,498,0
330907000000,brown,526,53,1.26,143,0
281095000000,845jasmine1001,100,1,29.99,95,1
111035000000,quality_for_you,3547,399,1.73,582,0
310629000000,dlgautographs,531,521,36.99,1,0
281078000000,mobylune,64,33,15.5,17,0
350756000000,dalelong56,364,96,7.335,165,0
370785000000,misterinksignatures,4453,142,10.54,3652,1
400436000000,the_sports_page,5264,2913,1.5,1269,0
281079000000,deadeds8210,2149,56,1.5,268,0
181119000000,rksportspromotions,1137,3,4.75,487,0
200904000000,coopsdx2,7,1,36.99,0,0
310617000000,great_cards_and_autographs,6672,66,1.26,6528,1
251241000000,mlbnhl1003,1320,152,0.99,54,0
271166000000,hockeylys99,1413,68,0.99,943,1
261200000000,rogich24,995,268,1.015,209,0
330911000000,thebug23,1071,45,6.55,909,1
290903000000,charlescurtis2003,486,22,0.99,209,0
130896000000,lowspark,548,31,0.99,344,1
111023000000,toughie12,22,13,7.13,5,0
140933000000,celebritychaser1990,577,141,13.49,98,0
171021000000,bearistasrus208,873,8,1.49,688,1
350750000000,camora1985mc,24,20,20.55,2,0
171019000000,champny02,53,13,34.75,1,0
261191000000,bigben4249,122,8,36.99,93,1
140922000000,joprondek,125,80,1.99,45,0
171023000000,hawaiisportncoin,294,3,1.145,71,0
140952000000,bjnjustin,126,4,4.99,121,1
151003000000,harv914,2459,555,4.99,1419,0
350771000000,charitysignings,1045,108,1.145,153,0
370768000000,steelerman78,2727,1243,14.255,633,0
290903000000,mpapz,1644,97,3,510,0
151033000000,ledgauges,7099,272,12.47,2873,0
290896000000,dfosterauctions,9,8,200,1,0
281094000000,candidshots6970a5,10,8,4.99,0,0
221211000000,jlud33,282,12,0.99,148,0
271186000000,baseballwill1972,436,31,0.99,343,1
221196000000,yanks1952,1028,59,32.835,254,1
230934000000,klutzymoe,8,3,110.495,1,0
200914000000,randomtreasurez,392,3,1.235,135,0
181127000000,daves_dugout_26,194,1,9.99,34,0
271192000000,13alexrodriguez,309,296,19.99,3,0
261192000000,jonathanw55,9,6,5.725,3,0
190826000000,acedixon1320,254,48,32.835,196,1
281084000000,bb_alley,2,1,28.01,1,0
261192000000,awesome-auctionsco,20,6,128.92,0,0
130868000000,squat905,39,3,13,24,1
321092000000,treuor,73,24,1.945,5,0
200908000000,randomtreasurez,392,3,1.235,312,1
121080000000,aig2007,503,23,128.92,425,1
330889000000,smcomstore,5189,2542,1.945,992,0
111031000000,quality_for_you,3547,399,77.5,2460,1
271165000000,rnoe13,66,23,29,36,0
160985000000,micmac128k,148,30,12.99,3,0
261173000000,chesapeakesportscards,22,11,6.18,7,0
181127000000,bigwhaledeal,14783,2329,200,5827,0
151016000000,ledgauges,7099,272,0.99,416,0
300891000000,13pens,46,3,2.54,7,0
121089000000,unclekeystone,12,4,102.5,0,0
181127000000,rksportspromotions,1137,3,10,1026,1
190808000000,kingst,154,10,4.99,95,1
350753000000,dcol519,50,42,62.59,5,0
261191000000,bookmarx,234,15,13.01,162,1
151007000000,ledgauges,7099,272,2,4319,1
140922000000,bjnjustin,126,4,4.99,73,0
230941000000,packersfan792013,208,4,0.99,109,0
181100000000,tipsy_snickers2012,39,17,0.85,20,0
261200000000,bigben4249,122,8,26,29,1
121080000000,rajondurant,6,4,19.99,2,0
171024000000,bigwhaledeal,14783,2329,200,6955,0
230946000000,joe690_11,323,41,13.385,271,0
400432000000,the_sports_page,5264,2913,0.99,1299,0
230940000000,thebug23,1071,45,12.53,759,1
251264000000,cooperstownheroes,692,7,9.99,581,1
230968000000,smcomstore,5189,2542,6.5,130,0
360608000000,great_cards_and_autographs,6672,66,1.495,1368,0
321109000000,nflskins,89,2,46,23,1
400463000000,harryjean0,2791,358,0.99,607,0
300893000000,thefipper,84,5,32.835,6,1
121084000000,lsubd,1057,9,4.99,674,1
310656000000,vancouverhomestay,92,4,6.365,80,1
111058000000,teguc1999,311,50,0.99,61,0
321112000000,piggyman2377,780,133,0.99,318,0
140926000000,alwoodsworld,456,20,14.755,48,0
160987000000,throwdown1212,20,4,76,10,0
171021000000,oldfart.1959,102,7,0.99,28,0
321113000000,dbc-ppc,103,1,29.99,6,1
151033000000,americanmemorabilia,8612,190,9.99,957,0
261191000000,vssd,33,11,12.99,2,0
300895000000,wabtrading,71,19,6.13,9,0
281080000000,johnnyfod,1057,137,28.01,692,1
230945000000,2010simp88,272,2,8.25,268,1
330881000000,rochestersports,1638,1631,31.83,0,0
300889000000,autograph-reference,1427,46,19.99,958,1
160991000000,micmac128k,148,30,12.99,60,0
380618000000,my09131970,5028,459,0.6,2992,0
251247000000,mitchten8,193,71,102.5,31,0
230940000000,smcomstore,5189,2542,1.945,1297,0
251260000000,medic-34,625,59,0.99,522,1
370789000000,misterinksignatures,4453,142,1.1,4299,1
140951000000,graphs-18,8699,594,2.99,7665,1
161005000000,mookiefortyone,16,5,3.58,5,0
151023000000,kstate97,687,45,15.245,5,0
261177000000,bigben4249,122,8,26,33,1
321113000000,nflskins,89,2,46,9,1
390574000000,milcity-collectibles,725,413,2.25,94,0
380628000000,rileymichael77,286,167,0.99,81,0
181122000000,bigwhaledeal,14783,2329,200,6805,0
380618000000,my09131970,5028,459,0.99,1340,0
251265000000,medic-34,625,59,0.99,71,0
380617000000,the_sports_page,5264,2913,0.99,2262,0
181119000000,rksportspromotions,1137,3,10,1017,1
230948000000,broadaxe63,1054,16,0.99,672,1
330886000000,mailman31,171,8,19.885,113,1
261204000000,bigben4249,122,8,26,79,1
130876000000,squat905,39,3,13,14,0
171023000000,hawaiisportncoin,294,3,0.99,242,1
151025000000,ledgauges,7099,272,7.495,5546,1
130889000000,ledgauges,7099,272,1.52,2964,0
230948000000,broadaxe63,1054,16,0.99,142,0
190807000000,ah12011,238,3,1.78,206,1
261187000000,grsportsmem,1262,194,28.01,919,1
370802000000,palmbeachautographs,916,36,17.56,771,1
140949000000,lelands.com,3550,835,4.99,2340,0
380616000000,the_sports_page,5264,2913,1.44,1031,0
380617000000,misterinksignatures,4453,142,4.95,4215,1
370799000000,jgautographs,489,486,9.99,3,0
360632000000,great_cards_and_autographs,6672,66,0.99,2936,0
271195000000,lesagreen,39,7,128.92,9,0
181123000000,sportsgalleryauthenticated,690,67,10.995,84,0
160998000000,realdealsportsli,1085,183,15.49,902,0
350746000000,charitysignings,1045,108,1.145,126,0
171018000000,member7102414,487,33,15.49,57,0
271183000000,13alexrodriguez,309,296,19.99,7,0
271175000000,bradleyvincent19,77,9,128,55,1
300885000000,staindpackman,101,33,19.885,38,0
360632000000,zipmouse37,506,106,1.49,11,0
181107000000,rtstew1971,680,63,6.99,370,0
181118000000,bigwhaledeal,14783,2329,200,1036,0
310639000000,totalsportsent,374,186,9.99,14,0
261192000000,pursuit215,31,1,12.995,24,1
230968000000,pulpbychko,41,9,39,29,1
151002000000,namaste4ac5,229,88,39,61,0
370778000000,daboys5168,479,50,0.99,70,0
360612000000,kong82,405,17,9.99,352,1
310619000000,milcity-collectibles,725,413,0.99,260,0
181127000000,rksportspromotions,1137,3,9.99,1028,1
310656000000,etown99,142,4,0.99,134,1
171020000000,garyebrowning,450,5,0.99,401,1
290881000000,mpapz,1644,97,0.99,124,0
330911000000,thebug23,1071,45,19.885,358,0
330911000000,smcomstore,5189,2542,14.255,719,0
310647000000,great_cards_and_autographs,6672,66,0.99,177,0
380589000000,yanks1952,1028,59,32.835,449,1
370777000000,misterinksignatures,4453,142,8.99,1514,0
151020000000,mvp-authentics,73,41,19.99,17,0
111043000000,autographmike,912,401,0.99,148,0
221192000000,yanks1952,1028,59,32.835,596,1
380595000000,mendoza215,371,213,3.62,40,0
130863000000,ledgauges,7099,272,0.99,5104,1
321096000000,nflskins,89,2,46,61,1
160992000000,military11b2001,656,20,6.365,548,1
171015000000,rtstew1971,680,63,6.99,496,1
370801000000,zemlor57,164,7,3.62,80,0
171019000000,setter71,230,36,9.99,91,0
171018000000,empire-autographs,940,118,3,554,0
281094000000,capital_sports_decor,1383,159,9.99,476,0
151033000000,ledgauges,7099,272,1.52,6776,1
181127000000,rksportspromotions,1137,3,10,252,0
310617000000,great_cards_and_autographs,6672,66,0.99,159,0
281075000000,ericbaur070,9,9,200,0,0
181107000000,bigwhaledeal,14783,2329,200,9168,1
310652000000,milcity-collectibles,725,413,2.25,92,0
370791000000,probstein123,1771,1735,13.385,0,0
321100000000,wiz623,20,8,102.5,4,0
400459000000,actioncards*collect,198,120,38,43,0
111057000000,justwontgrowup,212,22,37.06,167,1
321109000000,rocky19762,164,15,10,33,0
190829000000,kccmke,325,33,0.99,281,0
360618000000,smcomstore,5189,2542,21.51,34,0
151014000000,mainlineautographs,1080,117,5.395,796,0
170997000000,livandroc!,834,35,1.99,272,0
140932000000,boxergym,56,2,100,43,1
251247000000,legendsoncardboard,81,74,29.73,4,0
380605000000,gamebreakersportss,916,900,29.73,11,0
360637000000,kong82,405,17,55,297,1
281099000000,caseyscorner71,134,65,45.05,49,0
281072000000,nyc911lt,94,26,29.73,59,1
321083000000,bosox6,352,23,39,36,1
360608000000,swpsales,177,6,12.99,158,1
360608000000,great_cards_and_autographs,6672,66,2.07,5458,1
221208000000,brogmaster,122,20,35,26,0
360623000000,krukcards,680,490,9.99,24,0
261173000000,squarefair,137,32,4.5,25,0
261179000000,squarefair,137,32,4.5,97,0
221206000000,metsfan-16,58,2,1.47,36,1
300889000000,autograph-reference,1427,46,39,540,1
400471000000,mlbpaa,372,1,37.06,42,1
400471000000,mlbpaa,372,1,35,210,1
400470000000,iamthe4x6king,1538,29,2.07,1316,1
261193000000,totalsportsent,374,186,9.99,156,0
171028000000,litemyway0,34,7,9.99,8,0
271193000000,fanfavenelson,57,57,35,0,0
271191000000,lexstar3,187,88,0.99,99,0
151032000000,kmg9990,300,16,45.05,43,1
281098000000,618brian71968,221,20,16.99,165,1
171020000000,alwayslegitgraphs,342,31,39,230,1
290894000000,clevelandboyzsportsmemorabilia,79,5,4.41,55,1
171028000000,benwong,292,27,45.05,152,1
281091000000,capital_sports_decor,1383,159,24.99,1028,0
380617000000,terry9998,326,7,15,226,1
330905000000,hopesocards,108,51,12.995,55,0
130885000000,jamboys187ula,1122,28,0.99,705,1
140952000000,mancaveautographs2013,420,240,66.155,50,0
400454000000,bcsportscards,2306,839,3.25,967,0
350777000000,bamafan62,1528,770,1.64,618,0
251236000000,tannerman92,247,19,45.05,83,1
140956000000,gardog99,84,26,29.73,57,1
380618000000,my09131970,5028,459,0.99,2353,0
310612000000,mainlineautographs,1080,117,5.395,64,0
321111000000,daintydiner,165,29,35,107,1
281096000000,capital_sports_decor,1383,159,24.99,933,0
